"","LEA_NAME","SCH_NAME","isCHARTER","PK","KG","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","LEVEL","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","raceAMERIND","raceASIAN","raceBLACK","raceHI","numberHispanic","numberTR","LEAID","aun2","NCESSCH","ST_LEAID"
"658","Jersey Shore Area SD","Salladasburg El Sch","No","-2","38","32","33","44","49","41","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Jersey Shore","237","17740","43.459915611814345","Regular School","103","11116","294","12550","7063",41.267336,-77.229421,"95.78","76.80","227","0","0","2","0","2","6","4212480","1174140031174","421248005060","117414003"
"659","Philadelphia City SD","Hartranft John F Sch","No","-2","48","66","78","72","58","54","47","46","28","-2","-2","-2","-2","-2","1","No","Philadelphia","497","19133","100","Regular School","497","855213","325401","1035252","582594",39.989218,-75.14513,"89.08","23.94","6","3","0","323","130","0","35","4218990","1265150011265","421899005125","126515001"
"660","Bristol Township SD","Washington El Sch","No","-2","49","55","57","55","65","49","63","-2","-2","-2","-2","-2","-2","-2","1","No","Levittown","393","19055","53.944020356233999","Regular School","212","32835","6020","37338","19440",40.154633,-74.83917,"NA","NA","319","0","3","22","34","0","15","4204230","1220913521220","420423001025","122091352"
"661","Schuylkill Haven Area SD","Schuylkill Haven El Ctr","No","-2","79","85","96","96","83","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Schuylkill Haven","439","17972","40.091116173120732","Regular School","176","5262","219","5864","3288",40.63444,-76.16646,NA,NA,"401","1","5","3","21","0","8","4220910","1295473031295","422091010019","129547303"
"662","Penn-Delco SD","Parkside El Sch","No","-2","41","44","41","45","39","49","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Parkside","259","19015","36.679536679536682","Regular School","95","17788","1053","19250","10183",39.868751,-75.37981,"95.78","73.55","181","0","2","46","14","0","16","4218580","1252369031252","421858001912","125236903"
"663","West Chester Area SD","E N Peirce MS","No","-2","-2","-2","-2","-2","-2","-2","331","305","276","-2","-2","-2","-2","-2","2","No","West Chester","912","19380","12.828947368421","Regular School","117","69341","10378","72305","41059",39.997151,-75.621919,"96.32","81.88","726","0","79","41","62","0","4","4225290","1241590021241","422529001452","124159002"
"664","West Chester Area SD","Exton El Sch","No","-2","52","83","78","81","82","88","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Exton","464","19341","9.4827586206896495","Regular School","44","69341","10378","72305","41059",40.022902,-75.620474,"96.36","87.92","335","2","74","18","19","3","13","4225290","1241590021241","422529001456","124159002"
"665","Wayne Highlands SD","Damascus Area Sch","No","0","38","32","41","37","34","29","30","41","36","-2","-2","-2","-2","-2","1","No","Damascus","318","18415","38.679245283018801","Regular School","123","13093","644","14469","8016",41.698454,-75.075387,"94.37","74.09","297","0","1","5","8","1","6","4224970","1196487031196","422497006424","119648703"
"666","Pottstown SD","Pottstown SHS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","278","229","153","159","-2","3","No","Pottstown","819","19464","100","Regular School","819","13209","1729","15372","9317",40.253667,-75.634269,"90.36","54.39","295","0","10","323","131","0","60","4219680","1234664031234","421968003348","123466403"
"667","Kennett Consolidated SD","New Garden El Sch","No","-2","-2","82","92","92","106","105","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Toughkenamon","477","19374","42.976939203354199","Regular School","205","15299","6977","18737","9539",39.810197,-75.745958,"96.92","63.31","239","2","11","1","211","0","13","4212690","1241540031241","421269001400","124154003"
"668","Allentown City SD","Lincoln Early Chld Ctr","No","-2","267","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Allentown","267","18102","0","Regular School","0","55393","48180","71168","40221",40.596423,-75.485345,"NA","NA","24","0","1","33","208","0","1","4202280","1213903021213","420228007153","121390302"
"669","Philadelphia City SD","Jackson Andrew Sch","No","35","83","79","80","56","55","55","32","29","39","-2","-2","-2","-2","-2","1","No","Philadelphia","543","19147","100","Regular School","543","855213","325401","1035252","582594",39.934769,-75.163307,"94.56","42.03","107","2","70","109","184","1","70","4218990","1265150011265","421899003642","126515001"
"670","Susquehanna Community SD","Susquehanna Community El Sch","No","0","118","63","56","57","50","50","59","-2","-2","-2","-2","-2","-2","-2","1","No","Susquehanna","453","18847","58.278145695364202","Regular School","264","3095","135","3575","2045",41.949996,-75.590608,"95.2","64.13","433","0","4","11","3","2","0","4222980","1195865031195","422298006885","119586503"
"671","Northeastern York SD","Northeastern MS","No","-2","-2","-2","-2","-2","-2","-2","-2","323","325","-2","-2","-2","-2","-2","2","No","Mount Wolf","648","17347","38.580246913580247","Regular School","250","14414","1394","16488","9009",40.069492,-76.713428,"95.99","70.26","536","1","3","53","42","1","12","4217520","1126744031126","421752004578","112674403"
"672","Camp Hill SD","Hoover El Sch","No","-2","85","89","102","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Camp Hill","276","17011","13.768115942028986","Regular School","38","5557","741","5842","3233",40.23529,-76.924711,"96.26","82.08","224","0","16","7","14","0","15","4204860","1152110031152","420486001680","115211003"
"673","Lancaster SD","Fulton El Sch","No","20","73","59","58","76","74","58","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Lancaster","418","17603","100","Regular School","418","37681","23964","48158","27775",40.03904,-76.30967,"94.53","33.73","46","0","41","72","234","0","25","4213140","1133640021133","421314002581","113364002"
"674","York City SD","Devers Sch","No","36","87","76","70","89","77","47","62","83","52","-2","-2","-2","-2","-2","1","No","York","679","17404","100","Regular School","679","20108","9863","25649","16260",39.97343,-76.747481,NA,NA,"103","0","2","232","275","1","66","4226820","1126790021126","422682007432","112679002"
"675","Preparatory CS of Mathematics Science Tech and Careers","Preparatory CS of Mathematics Science","Yes","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","191","145","125","144","-2","3","No","Philadelphia","605","19145","-0.165289256198347","Regular School","-1","NA","NA","NA","NA",39.92846,-75.186841,"NA","NA","166","0","87","304","28","0","20","4200036","1265129601265","420003600391","126512960"
"676","Spring-Ford Area SD","Limerick El Sch","No","-2","53","69","62","61","76","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Royersford","321","19468","13.084112149532711","Regular School","42","31935","3916","33365","18307",40.231543,-75.541278,"97.05","84.55","268","0","17","13","12","0","11","4222560","1234673031234","422256003358","123467303"
"677","North Penn SD","Oak Park El Sch","No","-2","60","70","65","64","74","71","66","-2","-2","-2","-2","-2","-2","-2","1","No","Lansdale","470","19446","56.808510638297875","Regular School","267","68031","17577","72148","39113",40.254392,-75.29574,"95.87","66.91","213","3","121","54","47","1","31","4217280","1234657021234","421728003280","123465702"
"678","Philadelphia City SD","Randolph A. Philip AVT HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","156","146","124","128","-2","3","No","Philadelphia","554","19129","100","Vocational Education School","554","855213","325401","1035252","582594",40.009023,-75.179223,"NA","NA","9","1","2","503","35","0","4","4218990","1265150011265","421899000826","126515001"
"679","Bloomsburg Area SD","Bloomsburg Area MS","No","-2","-2","-2","-2","-2","-2","-2","142","145","122","-2","-2","-2","-2","-2","2","No","Bloomsburg","409","17815","45.721271393643029","Regular School","187","9263","465","10329","7188",40.99153,-76.45521,"95.64","63.22","368","0","6","10","13","0","12","4203840","1161912031161","420384001611","116191203"
"680","Philadelphia City SD","Sayre William L MS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","154","135","120","85","-2","3","No","Philadelphia","494","19139","100","Regular School","494","855213","325401","1035252","582594",39.958101,-75.238583,NA,NA,"8","1","1","471","4","0","9","4218990","1265150011265","421899003825","126515001"
"681","Lewisburg Area SD","Kelly El Sch","No","20","135","128","132","141","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Lewisburg","556","17837","31.294964028776977","Regular School","174","10009","1541","11681","6067",40.988702,-76.898161,"95.55","80.71","435","0","17","26","36","0","42","4213590","1166040031166","421359004084","116604003"
"682","Oxford Area SD","Jordan Bank Sch","No","-2","231","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Oxford","231","19363","46.753246753246756","Regular School","108","12899","3730","15418","8130",39.781037,-75.972903,NA,NA,"123","0","0","10","90","0","8","4218300","1241567031241","421830006624","124156703"
"683","Lebanon SD","Lebanon MS","No","-2","-2","-2","-2","-2","-2","-2","364","359","322","-2","-2","-2","-2","-2","2","No","Lebanon","1045","17046","100","Regular School","1045","12839","7286","16745","10150",40.344543,-76.424681,"94.18","39.14","299","1","10","53","668","0","14","4213440","1133846031133","421344002754","113384603"
"684","Scranton SD","John Adams #4","No","34","52","46","37","42","39","38","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Scranton","288","18509","85.763888888888886","Regular School","247","42320","11668","49874","28984",41.419567,-75.657491,"93.67","24.59","71","3","63","40","82","3","26","4221090","1193574021193","422109002455","119357402"
"685","Philadelphia City SD","Catharine Joseph Sch","No","35","102","110","92","110","95","93","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","637","19142","100","Regular School","637","855213","325401","1035252","582594",39.927424,-75.239687,"91.79","35.57","8","0","69","483","24","0","53","4218990","1265150011265","421899003602","126515001"
